label	premise	hypothesis
2	Aswan became a backwater following the decline of the Egyptian Empire, far removed from power bases at Alexandria and Cairo.	Aswan has always been a seat of power for the Egyptians.  
0	To the west of the city at Hillend is Midlothian Ski Centre, the longest artificial ski slope in Europe.	The Midlothian Ski Centre is in the area of Hillend.
1	for me now the address is the same you know my my office address	My office won't accept any personal mail.
1	Very often the emperor was only a minor, so that the Fujiwara patriarch acted as regent.	Oftentimes, the best emperors were those that were minors. 
2	an d now we got the governor she's going to do that	Now we have the governor, there is no way she is going to do it.
0	yeah that's that's always nice when you have an animal that the kids can play with like that how old are the kids	It's good to have an animal the kids can play with. 
2	wow who can afford that  my God i can't afford to miss a day let alone six	If I needed to take time off from work, I could afford it.
1	yeah that's a nice place	I've been there many times. 
1	Ca'daan closed the door behind them and retied the not.	Ca'daan closed the door behind them, and quickly tied it off to prevent their pursuers from following.
2	I've always jumped on sentiment and here I am being more sentimental than anybody.	I've always been soft at heart, but now I'm being more pessimistic than ever in my life.
2	Don't expect to be swinging much after midnight, even in towns.	Things stay open all night because it's a place to party.
2	 Jon took Susan to the mother of the boy who had befriended her.	Jon told Susan to stay where she was.
0	But it's for us to get busy and do something."	"It's for us to be active and out there."
1	Alternatively, there are Sousa and Goncalves (Rua do Castanheiro, 47) and Unibasket (Rua do Carmo, 42; Tel. 291/226 925), both in Funchal.	There are other places in Funchal where you can buy the wines.
1	Together they had a force of 130 attorneys and the responsibility to serve the civil legal needs of about 550,000 poor and vulnerable people throughout the state.	The lawyers were feeling burnt out by the demand and the lack of resources.
2	Against his own advice, Ca'daan dared to stare off the edge once as they neared the end.	He stared off the edge at the beginning.
0	Well aware of the island's burgeoning wealth and repository of supplies, the French pirate Bertrand de Montluc sailed into Funchal harbor with his 11-galleon armada and 1,300 men.	Bertrand de Montluc arrived at the island with a great force of men.
1	Fixing current levels of damage would be impossible.	The damage could never be fixed by an artisan.
2	The census of 1931 served as an alarm signal for the Malay national consciousness.	There wasn't any censuses in Malaysia prior to 1940.
0	They have found a new object of their affection.	A new object has captured their affection.
1	If you still want to join, it might be worked.	Your membership is the only way that this could work.
2	exercise is not supposed to do that to you	Exercise is supposed to do that.
0	Under the rule, HUD may also accept an assignment of	HUD under rules may accept some assignments.
2	But by one measure, it seems to have been static.	They were not able to use any measures.
0	She's very tired.	She is very tired.
0	well Dana it's been really interesting and i appreciate talking with you	Dana, you are interesting to talk to.
2	And who should decide?	We do not have to worry about who should make the decision.
0	that's cool kind of like Pink Floyd or something uh yeah basketball's cool but football kind of after a while	That's neat, sort of like Pink Floyd, or something similar.
2	This historically renowned freshwater lake, known both as the Sea of Galilee and Lake Kinneret (meaning a harp, after its shape), is just 58 km (36 miles) in circumference.	The Sea of Galilee is full of saltwater. 
2	These traditional low-drafted craft ply effortlessly and quietly through the water guided by their experienced pilots.	The experienced pilots could not guide the low-drafted craft at all.  
1	Their goals remain influential as India approaches the new millennium while it continues to modernize its industry and increase its agricultural output.	India's agricultural output has doubled in the last decade. 
1	1 Now that each unit is fully staffed, the LSC Office of Program Performance and its state planning team contain over 260 years of experience in LSC-funded programs.	The LSC has over 260 years of experience with their lawyers.
2	The formal splendor of the grounds testify to the 18th-century desire to tame nature, but it is done with such superlative results that one can only be thankful that the work was undertaken.	The grounds were trashy and ugly.
2	 said San'doro.	San'doro said nothing. 
0	The show, which begins each evening at 9:00 p.m. , relates in melodramatic fashion the history of Istanbul while coloured floodlights illuminate the spectacular architecture of the Blue Mosque.	The history of Istanbul is the subject of the show.
2	'Pardon me for saying so, but I really don't think this is the time for an entree,' I said.	This was the perfect time for an entree. 
1	We start with the fine review of a shockingly funny comedy about eye disease.	It was a whole comedy series about eye disease.
1	Some of the unmet needs are among people who can pay, but who are deterred from seeking a lawyer because of the uncertainty about legal fees and their fear of the profession.	Some people can't afford it.
0	and if it's above six hundred you're going to have to do it and i got one thirty one	If it's is over six hundred you are required to do it, but I got one thirty one. 
1	Good sir, Jon began.	Jon addressed the king.
0	other side that's a good idea	There is more than one side.
0	Views from  Implementation Research in Education.	Views on using research in education 
1	In the short term, U.S. consumers will benefit from cheap imports (as will U.S. multinationals that use parts made in East Asian factories).	U.S. consumers will put money in the pockets of East Asia over time.
1	This man claims that he has been robbed en route and is stranded without money or his plane ticket in an airport somewhere in Europe or the Middle East.	He claimed he was robbed and left with no money or a plane ticket but quickly solved the problem.
1	Lifetime Extension of SCR De-NOx Catalysts Using SCR-Tech's High Efficiency Ultrasonic Regeneration Process	Researchers have found a lifetime extension of SCR De-NOx catalysts.
0	Deborah Pryce said Ohio Legal Services in Columbus will receive a $200,000 federal grant toward an online legal self-help center.	A $200,000 federal grant will be received by Ohio Legal Services, said Deborah Pryce.
2	Around the year 1400, fighting over the island of Singapore drove the Srivijaya prince Parameswara to seek refuge up the peninsula coast with his orang laut pirate friends in their small fishing village of Melaka.	No one wanted Singapore.
2	The riotous revelry roars right past Mardi Gras (Shrove Tuesday) when red-costumed children star as devils, to its peak on Ash Wednesday.	Shrove Tuesday and Mardi Gras have no association with one another.
2	Basically, to sell myself.	I will never sell myself.
1	Part of the original design, they were destroyed by Emperor Aurangzeb, who refused images susceptible to idolatry.	The images have been restored by contemporary historians.
1	Station Jesus meets his mother.	Station Jesus may have been able to meet his mother.
1	In the short term, U.S. consumers will benefit from cheap imports (as will U.S. multinationals that use parts made in East Asian factories).	U.S. consumers benefit from imports, while East Asian factories suffer.
1	These latter vast regions of forests, rivers, and mountains border the Indonesian state of Kalimantan and the oil-rich sultanate of Brunei.	The sultanate of Brunei borders the Indonesian state of Kalimantan.
2	and uh i know what nothing is when i moved out there	I found out what plenty was when I moved there.
2	uh-huh and is it true i mean is it um	It is completely wrong.
1	In about a quarter of an hour the bell rang, and Tuppence repaired to the hall to show the visitor out.	The visitor was only allowed to stay in the house for 15 minutes, no more or no less. 
2	Today, nothing remains except the foundations.	The foundations were replaced.
0	Lydians and Persians	Persians and Lydians
0	He had forgotten about Adrin.	He didn't remember Adrin.
1	well his knees were bothering him yeah	He felt pain in his knees throughout the game.
2	i was trying to think about some of my favorite people that i liked in music and they're none of them are recent right	All of my favorite musicians are current. 
0	8 million in relief in the form of emergency housing.	Emergency housing relief totaled 8 million dollars.
0	Many Gothic and Renaissance buildings have been lovingly restored.	There are many Gothic and Renaissance buildings there.
1	More than half of 800,000 native islanders are children, and the mother is traditionally responsible for bringing them up, handling the money, and making key domestic decisions.	The mothers of native islanders are unhappy because of their role.
0	Barney Frank, D-Mass., will log some of the best sound bites, while Rep.	Some of the best quotes will come from Barney Frank.
0	Spock did not cure American mothers and fathers of their impossible dream of being professional parents equipped with the developmentally correct answers.	Spock was unable to cure the impossible dream of American parents.
1	Each caters to a specific crowd, so hunt around until you find the one right for you.	There are marketers who have argued that there needs to be more effort to broaden appeal.
1	Other attractions include hot springs, a market, and the forests and ski-slopes of nearby Uluda .	Along with those attractions are some of the most beautiful beaches in the world.
0	Porches and stoops, those symbols of a vibrant social life, stopped being used as gathering places for a rather practical reason--air conditioning.	People simply prefer to be comfortable inside rather than outdoors in the sweltering heat.
1	Perhaps North Africans and eastern Europeans peopled the Ligurian coast, while the Adriatic and south may have been settled by people from the Balkans and Asia Minor.	The people had no complaints after settling their new lands.
1	The management of the cafe has established the rules for the use of their facility.	The management of the cafe is strict about how they manage it.
0	What you say about Lawrence is a great surprise to me, I said. 	I didn't expect to hear that about Lawrence.
1	But she's not like her photo one bit.	The girl in the photo has freckles and red hair. 
2	Without the discount, nobody would buy the stock.	Nobody would buy the stock if there was a discount.
0	Most pundits side with bushy-headed George Stephanopoulos ( This Week ), arguing that only air strikes would be politically palatable.	Mr. Stephanopoulos has a very large pundit following due to his stance on air strikes only being politically palatable.
2	Tuppence frowned.	Tuppence made a face, then smiled. 
0	It incorporates a risk assessment methodology intended to reduce audit planning time and ensure that significant issues are included.	It mixes a risk assessment methodology into the process to ensure that significant issues are included.
2	of course you got to charge it and keep your cash	You need to give away all of your cash.
1	 "The summons was only for Dave Hanson," Ser Perth said sternly as the three drew up to him.	The others went to protect Dave.
0	It has served as a fortress for the Gallo-Romans, the Visigoths, Franks, and medieval French (you can see the layers of their masonry in the ramparts).	Various people have used it as a fortress, as can be seen from the layers of masonry.
2	There's one thing, he thought to himself, "they can't go on shooting.	He thought to himself that they can continue shooting.
1	i'm not exactly sure	I'm not exactly sure if you're aware of your issues.
1	Acute Bronchitis Upper Respiratory Symptoms Lower Respiratory Symptoms Work Loss Days Minor Restricted Activity Days (minus asthma attacks)	Acute bronchitis can lead to loss of work days in elderly patients
0	It takes a deeper fire than most salamanders can stir, Ser Perth.	Most salamanders can't stir a fire that deep.
1	Our efforts having been in vain, we had abandoned the matter, hoping that it might turn up of itself one day. 	The problem was solved one day.
0	ECONOMETRIC MODEL -An equation or a set of related equations used to analyze economic data through mathematical and statistical techniques.	Econometric model is an equation of related equations used to analyze economic data with math
0	were sort of a double sign with a a big miles per hour and a little kilometers per hour type uh marking on the side	A sign displaying both mph and kph.
1	um we tried that but we really weren't happy with it so he does that all himself now	We tried valiantly, but because one of us wasn't happy with it, he decided to do it all himself. 
0	The Commission's analysis uses both quantifiable and general descriptions of the effects of the rule on small entities.	The analysis done by the Commission uses quantifiable and general descriptions of how the rule affects small entities.
2	Well, let us leave it. 	Let's take it with us.
1	I noticed that there was a long branch running out from the tree in the right direction.	The branch was positioned in the right position on purpose.  
0	there's certain times of the year of course that uh that it probably wouldn't do very well because of the temperature and stuff but but uh the right time of year it works pretty good	It works pretty good at the right time of year.
1	That would be a tenfold increase in the Internet's share.	That would be a tenfold increase in the Internet's share due to mobile traffic.
0	But employers are still driving, and that's all that counts.	Employers have continued to operate motor vehicles, and that's all that matters.
2	yeah i i think my favorite restaurant is always been the one closest  you know the closest as long as it's it meets the minimum criteria you know of good food	My favorite restaurants are always at least a hundred miles away from my house. 
1	Tommy felt his ascendancy less sure than a moment before.	A moment ago his ascendancy was certain.
1	uh plastic is just too easy i mean that's the that's the whole problem with it um have	I find plastic to be too easy to use.
1	Workers are also represented in civil rights and retaliation claims.	The workers are fairly represented in all claims.
2	Respondents to the Board's question on whether the alternatives of presenting costs of Federal mission PP&amp	The board had no questions about the alternatives of presenting federal costs.
0	All the steps of data reduction and coding are described, along with the basis for transformations in these steps.	The transformations between steps are explained.
1	The show, which begins each evening at 9:00 p.m. , relates in melodramatic fashion the history of Istanbul while coloured floodlights illuminate the spectacular architecture of the Blue Mosque.	The show lasts for two and a half hours.
1	To savour the full effect of the architect's skill, enter the courtyard through the gate which opens onto the Hippodrome.	My family will take your advice as we tour the Hippodrome.
0	agencies' operating trust, enterprise and internal service funds) are required to produce auditable financial statements.	Agencies must produce financial statements that can be audited.
2	Shoot only the ones that face us, Jon had told Adrin.	Shoot the ones that face us, Adrin told Jon
1	Ho there--what the devil?"  The overseer's hand spun Hanson around.	The overseer's hands grabbed Hanson by the shoulders.
0	The technical how-tos for these three strategies will be summarized later in this paper.	There are three strategies for improvement discussed in the paper.
2	LSC set a deadline of October 1, 1998, for submission of state planning reports.	There is no deadline with the LSC to submit state planning reports
0	'No one in Large would ever try to harm us.	Not a single person in Large would have the intentions of hurting us.
0	when there was the ball that was sort of hit to Buckner to Buckner	The ball was hit to Buckner.
1	no i i i don't i it completely beyond me i went to my under graduate uh education	I was thinking of other things so I can't recall.
1	The year of 1820 was a pivotal one in the story of the King?­dom of Hawaii.	Hawaii has improved so much since 1820.
0	We should seek to achieve the most good or benefit, with the least harm and destruction of things that we value, he argued.	He disputed that we should provide the most we can with the least amount of harm.
2	For such a governmentwide review, an entrance conference is generally held with applicable central agencies, such as the Office of Management and Budget (OMB) or the Office of Personnel Management.	An entrance conference is held with specialized agencies.
2	A lot of people rely on their local government for protection.	The government is not involved in the protection of citizens.
2	First, get the basics right, that is, the blocking and tackling of financial reporting.	The basics don't need to be right first.
0	Detroit Pistons they're not as good as they were last year	Detroit Pistons played better last year
0	In most methods, we plan for data collection, then we collect the information, then we analyze it, and then we write the report.	Most methods use this technique.
1	As with other types of internal controls, this is a cycle of activity, not an exercise with a defined beginning and end.	The cycle never really started on purpose, it just happened and now it needs to keep going.
1	But the real dirty work had already been done.	His girlfriend already did the dirty work.
0	After their savage battles, the warriors recuperated through meditation in the peace of a Zen monastery rock garden.	The warriors recuperated, after their savage battles, at a Zen monastery rock garden.
2	So it has gone, with conspiracism playing a role in crisis after crisis.	Conspiracy skips out on some crises 
2	She would be almost certainly sent to you under an assumed one.	The man told the other man that Bill would be sent to him.
2	Do you know how long we've been here? he asked one morning as they sat facing each other at breakfast.	They were in completely separate rooms at breakfast time.  
1	On Menorca, search for more elusive prehistoric sites, or take the cliff paths of the northwest or south coasts.	The cliff paths are a pleasant place to walk of Menorca.
2	As Ben Yagoda writes in the New York Times Book Review , somewhere along the way, Kidder must have decided not to write a book about Tommy O'Connor.	A book was written about Tommy O'Connor. 
0	Carmel Man, a relation of the Neanderthal family, lived here 600,000 years ago.	Carmel Man isn't alive today.
0	Part of the original design, they were destroyed by Emperor Aurangzeb, who refused images susceptible to idolatry.	Some images part of the original design were susceptible to idolatry.
2	One opportunist who stayed was Octavius Decatur Gass.	Octavius Decatur Gass refers to four people. 
2	GAO's Web site (www.gao.gov) contains abstracts and full-text files ofcurrent reports and testimony and an expanding archive of older products.	The GAO has received many complaints due to lack of a website. 
1	Summary of Deferred Maintenance as of September 30, 199Z (in Millions of Dollars):	The deferred maintenance was a huge number.
0	no not it not no it's a it's not something	It's not something
0	On the platform stood an altar and a large stone pillar.	There was an altar and a pillar on the platform.
2	Turns out that Bill got one letter last year that just tore at his heartstrings.	Bill got two letters last year that tore at his heartstrings.
1	 Two more weeks with my cute TV satellite dish have increased my appreciation of it.	I've got two more weeks to decided if I wanna keep it or return it.
2	A fine Crusader arch leads down a dimly-lit broad stairway to the dark subterranean Church of the Assumption, a Greek Orthodox church.	The bright and airy Church of the Assumption has plentiful windows to let in the sunlight.
2	yeah then you don't have you don't have that mess to clean up when you use an oil oil base painting and boy i'll tell you oh	Oil based paints can be very messy.
0	If the face has been getting longer at the bottom over the generations, it has been getting shorter (and broader) on top.	The shape of the face changes over the course of generations.
1	We shouldn't have been here as soon as this even, if it hadn't been for the fact that there was a smart doctor on the spot, who gave us the tip through the Coroner. 	The doctor could only help us through the Coroner.
0	No one was there, no bones at all.	The space was totally empty and had no remains in it.
1	This northern beach of magnificent tan sand is most agreeably reached by boat.	The beach is the best place for walking on the beach.
0	The Standard , published a few days before Deng's death, covers similar territory.	The Standard covers similar territory.
0	When Mr. Hastings and Mr. Lawrence came in yesterday evening, they found your mistress busy writing letters. 	Your mistress wrote letters last night.
0	We did not study the reasons for these deviations specifically, but they likely result from the context in which federal CIOs operate.	The context of federal CIOs may cause specific deviations.
1	Venice and its Repubblica Serena rebounded to turn to the mainland, extending its Veneto territory from Padua across the Po valley as far as Bergamo.	Venice and Reppublica Serena had similar hopes and plans.
0	One or two, replied Tommy modestly, and plunged into his recital.	Tommy replied and then worked on his recital.
0	To see the desert at its best, go out at dawn and at sunset.	Optimal times to really experience what the desert has to offer are at sunrise and sunset.
2	um-hum you mean when the reporter sticks the the microphone in the person says the face and says how do you feel that you house has burned to the ground	Like when the reporter doorsteps a person on their way out the door.
2	He touched it and felt his skin swelling and growing hot.	His skin was cold and clammy.
0	Once the pious devotions are over, however, wine flows, fireworks explode, espetada (kebab) stalls flourish, and Monte regains normality for another 363 days.	After the pious devotions, Monte regains normality for the rest of the year.
0	and the NIT semifinals are on tonight	The NIT semifinals take place tonight.
0	Summary of Deferred Maintenance as of September 30, 199Z (in Millions of Dollars):	Deferred Maintenance in Millions of Dollars, as of September 30, 199Z:
0	Numbers began wafting about on the  I'd say at least five	The numbers were coming around.
0	I was soon strong enough to move.	I could move soon.
1	well um i uh exercise regularly i work at a university and i swim almost everyday	I am a fit person with 1.4% body fat.
0	This number represents the most reliable, albeit conservative, estimate of cases closed in 1999 by LSC grantees.	This is an actual verified number of closed cases.
0	Ho there--what the devil?"  The overseer's hand spun Hanson around.	The overseer's hand turned Hanson on his heels.
2	Therefore, many leading finance organizations have calculated and compared these percentages as a general indication of how well they supported the organization's business objectives.	The data was generated based on only finance department. 
2	Don't take it to heart, lad, he said kindly.	You should buy into what was said.
2	I jumped, coat tails flapping.	I was completely naked.
2	 The second half of the book dealt with the use of the true name.	The book mentioned nothing about true names at all.
0	huh-uh i don't even want to go anywhere yeah that's about it	I prefer not to travel.
1	A fresh access of pain seized the unfortunate old lady. 	The elderly lady was close to death and in pain.
0	Arawak peoples migrated to various Caribbean islands, arriving in Jamaica by the beginning of the eighth century.	The Arawak migrated to Jamaica at the start of the 700s.
0	is that what you ended up going into	So that must be what you chose to do?
0	Something in his mind seemed also to have developed a "tan" that let him face the bite of chance without flinching.	He had somehow become more accustomed to facing chances.
1	Cornwall Beach, another private beach with perfect sand and sheltered waters, can be found behind the Jamaica Tourist Office building, a short distance east along Gloucester Avenue.	There are several private beaches off of Gloucester Avenue.
2	Many users commented on the effectiveness of the new technology in promoting closer relationships among providers.	They were disappointed to hear the consumer complaints.
1	All-inclusive units are in villas and a great house in tropical setting overlooking Caribbean.	The all-inclusive units are considered villas and each have a kitchen as well.
1	uh my uh roommate took a voice over course	The roommate was receiving instructions. 
1	Pick up a map from the tourist office here and ask about walking tours.	The people at the tourist office are friendly and well-informed.
1	They were quite, tetanic in character."	They would get upset whenever anyone would speak to them.
2	in Asia yeah i spent	I've never been to Asia
1	We've got to think.	We can think.
0	Another alternative is that our heroes were pursuing the noble goal of academics everywhere--tenure.	Our heroes are going after their academic goals. 
1	hi Mary have you gone visiting uh any new restaurants lately	Mary, have you tried any barbecue restaurants lately?
0	In 2001, LSC continued to play an active role in encouraging and supporting states' technology plans.	 In 2001, LSC continued to play an active role in encouraging and supporting states' technology plans
0	Others are Zao (in Tohoku) and a number of resorts in Joshin-etsu Kogen National Park in the Japan Alps, where there are now splendid facilities thanks to the 1998 Winter Olympic Games in Nagano.	There are a lot of resorts in the national park.
1	They did this to us.	The practical joke was played on them.
0	However the Postal Service did provide as much detail as is collected a volume distribution by transportation mode and shape for sixty individual countries.	The Postal Service failed to provide as much detail.
0	For centuries, the Loire river was a vital highway between the Atlantic and the heart of France.	The Loire connected central France to the Atlantic.
2	There are other reasons that wrecks cause fan excitement--e.g.	Fans are not excited by wrecks. 
1	Jon's defense began to weaken and slow.	He slowed and tried to regain his strength.
0	Even though the scratch was tiny, it broke his heart and haunted him for two weeks.	The scratch haunted him for two weeks.
1	Complacency came easily after a couple of weeks without capture.	It was dangerous that we let our guards down.
0	The avenue on the left leads towards the pointed Divan Tower (Divan Kulesi), at the foot of which lie the Council Chamber and the Grand Vezir's Office.	The avenue goes towards the Divan Tower and the Grand Vezir's Office.  
1	Postal Service data to define the relationship between costs and cost drivers.	Postal Service delivery data is used to define the relationship between cost and drivers.
1	What are you going to do about it?" Tuppence frowned severely.	Tuppence was worried that nothing could be done.
1	Though the two cities remained unlinked by rail, this was about to change quickly.	The railway between the two cities was completed 2 years later.
2	So they set about clearing the land for agriculture, setting fire to massive tracts of forest.	They were not allowed to deforest for agricultural purposes.
0	Generally, if pH of scrubbing liquor falls below a range of 5.0 to 6.0, additional reagent is required to maintain the reactivity of the absorbent.	 if pH of scrubbing liquor falls below a range of 5.0 to 6.0, additional reagent is required
0	We hate them because they are smarter, or more studious, or more focused than we are.	We hate them out of jealousy for being smarter than us. 
0	yeah yeah you probably get this probably pretty sticky after you get done then you've got to drain the water out of the watermelon because you know when you scrape it it makes the water	You need to drain the water our of the watermelon.
0	Don't miss the open-air market close by the wharves.	The open-air market near the wharves can't be missed.
0	yeah okay yeah those games are fun to watch you you you watch those games	Those games are a lot of fun.
1	Blessed with preternatural gregariousness, good humor, and a love of attention, he's been tireless about pursuing both celebrity and the cause of popular history ever since.	He worked very hard to be the top-grossing star in the box office.
1	we were talking . Try to behave	They were trying to distract them.
1	He had never felt better.	The medicine he had taken had worked well.
2	Long famous as the home of artists and bohemians, who call it La Butte ( The Mound ), Montmartre is an essential piece of Paris mythology.	Montmarte is no part of Paris mythology.
1	The city plans to build a community center for Lincoln Place and a future fire station on the site.	The fire station that the city will build is going to be painted red and very large.
0	i'm kind of familiar with the weather out that way in west Texas but not in not in Lewisville	I do not know the weather conditions in Lewisville.  
1	Wear a nicely ventilated hat and keep to the shade in the street.	The street has plenty of shade for those who want it.
2	It is nice to be reminded that people remember.	No one cared or remembered.
2	She buried his remains to spare her mother the gruesome sight.	She quickly ate his remains to steal all the nutrients for herself.
2	They're taking us away this morning.	We will not be leaving until tomorrow.
0	The Department of Labor's interim rule is adopted pursuant to the authority contained in Section 707 of the Employee Retirement Income Security Act (Pub.	The Department of Labor's interim rule is adopted pursuant to the authority contained in Section 707.
1	The last 12 years of his life are a blank.	He spent the last 12 years of his life in an alcoholic blackout
2	Revenue is recognized from forfeited property unless the property is distributed to state or local law enforcement agencies or foreign	Revenue is spent on forfeited property.
0	once you have something and it's like i was watching this program on TV yesterday in nineteen seventy six NASA came up with Three D graphics right	I was watching a program about NASA.
2	The man looked at the girl.	The man never noticed the girl was there. 
0	A 1994 Roper Poll concluded that the NewsHour is perceived by the public as the most credible newscast in the country.	A 1984 Poll concluded NewsHour is seen as the most credible newscast by the public.
0	Should we invite these young wealthies back to our comparatively humble, small home?	Our home is small and humble, compared to that of wealthies. 
0	And there was me.	There was also me.
1	Guangzhou, with a population of more than 5 million, straddles the Pearl River China's fifth longest which links the city to the South China Sea.	The population of Guangzhou has been growing out of control for the past century.
1	The most comfortable way to see these important Hoysala temples is to visit them on either side of an overnight stay at Hassan, 120 km (75 miles) northwest of Mysore.	The best hotels in the region are in Hassan.  
0	Lalley also is enthused about other bar efforts on behalf of the poor, most notably the Legal Assistance Center will operate out of the new courthouse.	Lalley is enthusiastic about the bar's initiative to help the poor.
1	Daniel took it upon himself to explain a few things.	Daniel explained why the group was doing what they were doing.
1	as long as you got congressmen and senators that are getting kickbacks kickbacks from these different companies that are getting awarded for the defense contracts that's never going to happen	All companies give money to congressmen and senators.
0	It was here in 1952 that King Farouk signed his abdication before boarding his yacht for exile in Italy.	King Farouk was exiled to Italy, and signed his abdication in 1952.
0	Many restaurants and bars have live music.	Live music can be found at many restaurants and bars. 
0	Do you trust me, Uncle?Gauve hesitated.	Gauve asked his uncle if he trusted him.
2	We are concerned that the significant emissions reductions are required too quickly.	We're concerned about emissions reducing too quickly. 
0	A little past the small theater built for local dramatic performances, there's a fine view across the bay to Basse-Terre.	There is a good view of the bay.
1	so you um-hum so you think it comes down to education or or something like that	IT all boils down to how much education you have. 
1	Christ on a crutch, what does he have to do to lose your support, stab David Geffen with a kitchen knife?	You have extreme political devotion.
0	The Saving Mystery, or Where Did the Money Go?	The mystery of saving.
2	For more than a year, Clinton's surrogates have been calling Starr an out-of-control prosecutor.	Starr has never investigated Clinton.
1	Table 2: Examples of BLM's, FHWA's, IRS's, and VBA's Customer Satisfaction Expectations for Senior Executive Performance	BLM's, FHWA's, IRS's, and VBA's are the only companies that were studied.
2	So, which one of you ladies wants to go first.	It is best if a man goes first.
2	She was taken to the infirmary, and on recovering consciousness gave her name as Jane Finn.	When she came to, she said her name was Bob.  
2	It will be COLOSSAL!"	It will be miniscule.
1	I felt like a rat.	I was upset with myself and felt bad.
0	Local legend claims that he wrote part of his great saga, Os Lusadas, in what is now called the Camees Grotto, situated in the spacious tropical Camees Garden.	It is claimed that a portion of Os Lusadas was written in the Camees Grotto.
1	He works himself into a fake froth; does some calculated, halfhearted gonzo writing; then collects a fat check.	He's well-known in writing circles as a hack who is willing to sell out to the highest bidder.
0	The narthex, or entrance hall to the nave, is crowned by a magnificent sculpted tympanum of Jesus enthroned after the Resurrection, preaching his message to the Apostles.	There is a tympanum of Jesus above the entrance to the nave.
0	They consolidated programs to increase efficiency and deploy resources more effectively	Programs to increase efficiency were consolidated.
0	Disney CEO Eisner, who's actually underrated as a pop-culture maven (he was responsible for Happy Days and Welcome Back, Kotter ), insists that ABC's downturn is cyclical and that it will soon return to life.	Disney's CEO thinks ABC's downturn is cyclical. 
0	and uh it may be a Mexican pizza sometimes both together um along with and see it which is really funny too you know normally she goes straight for vegetables except when she's having French fries	She often eats vegetables unless she's having french fries.
0	eThe number of deletions was negligible.	Number of deletions was insignificant.
0	Generally, FGD systems tend to be constructed closer to the ground compared to SCR technology retrofits.	FGD systems are usually constructed closer to ground in comparison to SCR technology.
0	As long as Assad lives, he can manage these troubles and keep an agreement with Israel.	As long as Assad doesn't die he will be able to take care of the troubles.
1	Local residents will tell you where to find them.	There are local tour guides to help you find them.
1	and the nurses aren't no see you have to pay that	You have to pay for that if social security won't cover it.
0	Recent SAB deliberations on mortality and morbidity valuation approaches suggest that some adjustments to unit values are appropriate to reflect economic theory (EPA-SAB-EEAC-00-013, 2000).	Economic theory is the deciding factor when it comes to valuation.
2	Today, the island is little more than a forgotten backwater with few ferry connections to other islands, but its strong natural defenses gave it advantages in ancient times.	The backwater has multiple ferry connections to other islands.
2	Other pundits beam their opinions at us as through a time warp, from the hazy days of past administrations.	The experts give opinions from current administrations.
1	football and baseball and	Football and baseball were both popular.
0	yes it is kind it is family and it's fun it's a fun thing and kids enjoy that and	It involves the family, it is fun, and kids love that.
0	There is very little to see here, or at the ruined Essene monastery of Qumran itself.	There aren't many things to look at here or at the ruined monastery.
1	Trump, who said he would decide by March whether to run for president, would likely spend $100 million to $200 million of his own money on a campaign.	In March, Trump decided that he was not suited to run for President.
1	i like the Moody Blues	The Moody Blues are absolutely my favorite band.  
2	The 37 hectares (91 acres) of garden are set on lands above the Wag Wag River, which twists through a steep and narrow valley.	The nine hundred acres of garden are set on the lands above the Nile River.
0	On the Use of Qualitative Methods in Policy  A Review of Three Multi-site Studies.	There are 3 multi-site studies being reviewed
0	Next, you enter the vast and splendid Imperial Hall, with three handsome marble fountains, and a canopied throne from which the sultan would enjoy the music and dancing of his concubines.	The Imperial Hall houses three marble fountains.  
0	He fell in love with Monica Lewinsky--and even told her he wanted to be with her when he left office.	He told Monica that he would like to be with her even after leaving the office.
0	i quit i quit drinking at oh a long time ago quit drinking i didn't smoke i don't smoke i gave everything up so i guess i don't know what just old age i guess is why i	I quit drinking and smoking so I guess it is just old age.
1	A lot of people are going to look at it and say, 'Well, I took the exam the way it is and that's what I had to do it,' said Mr. Curnin. 	The exam is not that hard and a lot of people are going to talk about it.
1	The thing started to grow brighter.	Despite growing brighter, it was difficult to make out what the thing was.
2	Arsenic would put poor Emily out of the way just as well as strychnine. 	Neither arsenic nor strychnine would be effective on Emily.
1	i ripped the ligaments in my right ankle	ever since i injured my right ankle, i can't put weight on it
2	NEH-supported exhibitions were distinguished by their elaborate wall panels--educational maps, photomurals, stenciled treatises--which competed with the objects themselves for space and attention.	The exhibition was too bare and too boring. 
1	Initial demand for land in the New Town was not spectacular; in fact, incentives had to be offered to entice buyers.	Incentives included price cuts as well as tax reductions.
0	Hang it all! said Tommy indignantly.	Tommy was being indignant.
1	My own little corner of the world, policy wonking, is an example.	An example is policy wonking, but there are others to be made.
2	i'm not exactly sure	I'm completely sure.
2	The way we try to approach it is to identify every legal problem that a client has.	We try to focus on the first legal problem in front of us.
0	Possibly, but strychnine is a fairly rapid drug in its action. 	Strychnine  is a drug that works very quickly. 
0	If they have overestimated how far the CPI is off, Boskin and his commission may institutionalize an underestimated CPI--guaranteeing a yearly, stealth tax increase.	If they've overestimated how far the CPI is off, it will have horrific consequences. 
2	right well the preseason really doesn't mean anything either	The preseason means everything, and they know it too.
1	You will also see  hippie-made  jewellery on sale, especially at the market in Punta Arab?­.	The Punta Arab market sells hippie-made hoop earrings. 
